Gid	gname	chr	start	end	dN_dS	dN	dS
TRINITY_DN138829_c0_g2_i1	ID=Xetrov90003387mgName=map1b]MAP1B_MOUSEMAP1B_MOUSEQ	Chr01	166990712	167028718	0.0633	0.1224	1.933
TRINITY_DN138838_c0_g1_i4	ID=Xetrov90000908mgName=fam160a1-like]F16A1_HUMANF16A1_HUMANQ	Chr01	46847698	46911281	0.1126	0.1617	1.4358
TRINITY_DN138858_c2_g1_i2	ID=Xetrov90003068mgName=aacs]AACS_XENTRAACS_XENTRQ	Chr01	151434368	151477328	0.0492	0.0728	1.4792
TRINITY_DN138868_c0_g1_i9	ID=Xetrov90002324mgName=dapk1]DAPK1_HUMANDAPK1_HUMANQ	Chr01	123083767	123170055	0.0414	0.046	1.1108
TRINITY_DN138913_c0_g1_i2	ID=Xetrov90000501mgName=crmp1]DPYL1_MOUSEDPYL1_MOUSEQ	Chr01	19259195	19285607	0.0394	0.0462	1.1709
TRINITY_DN138924_c5_g4_i3	ID=Xetrov90001464mgName=atp5d]ATPD_MOUSEATPD_MOUSEQ	Chr01	81101472	81105847	0.095	0.1248	1.3136
TRINITY_DN138937_c3_g1_i2	ID=Xetrov90002614mgName=osgep]OSGEP_XENLAOSGEP_XENLAQ	Chr01	130602379	130621167	0.0261	0.0416	1.5921
TRINITY_DN139028_c1_g1_i1	ID=Xetrov90002031mgName=aes]AES_HUMANAES_HUMANQ	Chr01	102426855	102446675	0.0388	0.0526	1.3579
TRINITY_DN139136_c1_g3_i1	ID=Xetrov90003376mgName=utp15]UTP15_XENTRUTP15_XENTRQ	Chr01	166491083	166502210	0.0942	0.135	1.4338
TRINITY_DN139147_c0_g1_i4	ID=Xetrov90002099mgName=focad]FOCAD_HUMANFOCAD_HUMANQ	Chr01	107524513	107631575	0.1225	0.1685	1.3758
TRINITY_DN139149_c4_g1_i2	ID=Xetrov90001032mgName=nudt6]NUDT6_HUMANNUDT6_HUMANQ	Chr01	56462480	56473226	0.146	0.1789	1.2252
TRINITY_DN139165_c5_g4_i2	ID=Xetrov90002817mgName=crybb1]CRBB1_CHICKCRBB1_CHICKQ	Chr01	140305652	140313313	0.1539	0.0894	0.5807
TRINITY_DN139179_c3_g2_i1	ID=Xetrov90002312mgName=rmi1]RMI1_XENLARMI1_XENLAQ	Chr01	122039604	122047102	0.1458	0.2402	1.6482
TRINITY_DN139196_c4_g1_i4	ID=Xetrov90002997mgName=mrpl40]RM40_MOUSERM40_MOUSEQ	Chr01	145751669	145757124	0.151	0.2233	1.4789
TRINITY_DN139258_c5_g2_i1	ID=Xetrov90003688mgName=tars]SYTC_BOVINSYTC_BOVINQ	Chr01	186837796	186871469	0.0331	0.044	1.3324
TRINITY_DN139270_c5_g2_i1	ID=Xetrov90002721mgName=ccdc112-like]CC112_MACFACC112_MACFAQ	Chr01	133968987	133983807	0.0876	0.1753	1.9998
TRINITY_DN139356_c3_g1_i2	ID=Xetrov90003488mgName=lix1]LIX1_CHICKLIX1_CHICKQ	Chr01	173196046	173286307	0.0496	0.0689	1.39
TRINITY_DN139369_c1_g3_i1	ID=Xetrov90003340mgName=arsb]ARSB_HUMANARSB_HUMANQ	Chr01	164009251	164071095	0.1081	0.145	1.341
TRINITY_DN139378_c0_g1_i3	ID=Xetrov90003462mgName=kiaa0825]K0825_HUMANK0825_HUMANQ	Chr01	172002914	172069973	0.3164	0.3876	1.2251
TRINITY_DN139381_c8_g1_i1	ID=Xetrov90001075mgName=etnppl]AT2L1_XENLAAT2L1_XENLAQ	Chr01	57862643	57882994	0.0662	0.0831	1.2556
TRINITY_DN139434_c1_g1_i4	ID=Xetrov90000805mgName=clcn3]CLCN3_RABITCLCN3_RABITQ	Chr01	40715452	40761694	0.0311	0.0421	1.353
TRINITY_DN139435_c0_g1_i18	ID=Xetrov90002431mgName=lrrc16b]LR16B_RATLR16B_RATQ	Chr01	127803808	127857517	0.0523	0.0732	1.3993
TRINITY_DN139489_c2_g1_i2	ID=Xetrov90000507mgName=man2b2]MA2B2_PONABMA2B2_PONABQ	Chr01	19541771	19571660	0.1003	0.1969	1.9634
TRINITY_DN139498_c0_g1_i1	ID=Xetrov90001826mgName=shroom3]SHRM3_XENLASHRM3_XENLAQ	Chr01	94253204	94377386	0.1986	0.3297	1.66
TRINITY_DN139507_c3_g1_i3	ID=Xetrov90002012mgName=LOC101731059]TM221_HUMANTM221_HUMANQ	Chr01	101950595	101962290	0.1482	0.2115	1.4273
TRINITY_DN139523_c0_g2_i3	ID=Xetrov90002254mgName=fam189a2]F1892_HUMANF1892_HUMANQ	Chr01	117224702	117258501	0.1176	0.1357	1.1544
TRINITY_DN139555_c4_g1_i1	ID=Xetrov90000878mgName=LOC100485159-like]	Chr01	45184419	45222761	0.0841	0.1165	1.3852
TRINITY_DN139558_c2_g1_i11	ID=Xetrov90003638mgName=LOC100488176-like]UD3A1_XENLAUD3A1_XENLAQ	Chr01	183737396	183748808	0.1568	0.2828	1.8032
TRINITY_DN139571_c1_g2_i2	ID=Xetrov90002844mgName=LOC100485966]RTN4R_RATRTN4R_RATQ	Chr01	142748557	142759649	0.1167	0.1478	1.2665
TRINITY_DN139645_c1_g2_i4	ID=Xetrov90000342mgName=chmp3]CHMP3_XENLACHMP3_XENLAQ	Chr01	11413724	11420772	0.0434	0.0602	1.3869
TRINITY_DN139652_c0_g1_i4	ID=Xetrov90000295mgName=adam33]ADA19_HUMANADA19_HUMANQ	Chr01	9999783	10064881	0.1129	0.2035	1.8027
TRINITY_DN139676_c7_g1_i4	ID=Xetrov90001848mgName=coro2a]COR2A_HUMANCOR2A_HUMANQ	Chr01	95440790	95465399	0.1074	0.1099	1.0235
TRINITY_DN139734_c0_g1_i5	ID=Xetrov90002839mgName=slc7a4]CTR4_MOUSECTR4_MOUSEQ	Chr01	141974927	141987522	0.0403	0.074	1.8368
TRINITY_DN139768_c7_g1_i4	ID=Xetrov90001457mgName=ndufs7]NDUS7_BOVINNDUS7_BOVINQ	Chr01	80590368	80597149	0.0596	0.0767	1.286
TRINITY_DN139790_c2_g1_i3	ID=Xetrov90002192mgName=Xetrov90002192mg]KDM4C_HUMANKDM4C_HUMANQ	Chr01	114381330	114496171	0.14	0.1505	1.0749
TRINITY_DN139794_c0_g1_i8	ID=Xetrov90002074mgName=aco1]ACOC_BOVINACOC_BOVINQ	Chr01	105077262	105112522	0.0395	0.0575	1.455
TRINITY_DN139830_c3_g4_i1	ID=Xetrov90001439mgName=diras1]DIRA1_HUMANDIRA1_HUMANQ	Chr01	80280095	80290164	0.0056	0.007	1.2517
TRINITY_DN139877_c3_g1_i2	ID=Xetrov90002203mgName=kiaa1432-like]RIC1_HUMANRIC1_HUMANQ	Chr01	114702633	114758607	0.0622	0.0753	1.2104
TRINITY_DN139907_c2_g1_i7	ID=Xetrov90001844mgName=c9orf156]TRMO_HUMANTRMO_HUMANQ	Chr01	95342010	95357097	0.1486	0.2434	1.6374
TRINITY_DN139966_c0_g1_i2	ID=Xetrov90002784mgName=ube3b]UBE3B_XENTRUBE3B_XENTRQ	Chr01	138317356	138337827	0.0249	0.0388	1.5591
TRINITY_DN139987_c1_g1_i1	ID=Xetrov90002833mgName=slc2a7]GTR11_HUMANGTR11_HUMANQ	Chr01	141876065	141899479	0.1257	0.1855	1.4759
TRINITY_DN140036_c1_g1_i2	ID=Xetrov90003593mgName=ndufs4-like]NDUS4_HUMANNDUS4_HUMANQ	Chr01	179478784	179542714	0.1062	0.0844	0.7946
TRINITY_DN140036_c2_g1_i3	ID=Xetrov90002297mgName=psat1]SERC_MOUSESERC_MOUSEQ	Chr01	120348962	120361124	0.0517	0.0809	1.5643
TRINITY_DN140041_c10_g1_i2	ID=Xetrov90002590mgName=nfatc4]NFAC4_HUMANNFAC4_HUMANQ	Chr01	130109571	130144514	0.0946	0.1617	1.7083
TRINITY_DN140045_c2_g1_i1	ID=Xetrov90001816mgName=LOC100496714]BLVRB_HUMANBLVRB_HUMANQ	Chr01	93635214	93662954	0.0985	0.1233	1.2516
TRINITY_DN140081_c3_g3_i1	ID=Xetrov90002280mgName=c9orf41]CARME_MOUSECARME_MOUSEQ	Chr01	119233708	119244875	0.0793	0.1269	1.6007
TRINITY_DN140082_c1_g1_i4	ID=Xetrov90003098mgName=sbno1]SBNO1_MOUSESBNO1_MOUSEQ	Chr01	152486080	152522431	0.0256	0.038	1.4849
TRINITY_DN140085_c0_g1_i15	ID=Xetrov90003120mgName=clip1]CLIP1_HUMANCLIP1_HUMANQ	Chr01	153170160	153233238	0.1526	0.2912	1.9084
TRINITY_DN140168_c3_g1_i3	ID=Xetrov90001948mgName=LOC100492058]TSN33_BOVINTSN33_BOVINQ	Chr01	100030752	100038071	0.1197	0.194	1.6202
TRINITY_DN140191_c0_g1_i1	ID=Xetrov90003575mgName=dhx29]DHX29_XENLADHX29_XENLAQ	Chr01	178776535	178803824	0.066	0.1161	1.7607
TRINITY_DN140306_c7_g1_i5	ID=Xetrov90002016mgName=slc25a42]S2542_XENTRS2542_XENTRQ	Chr01	102102855	102114234	0.044	0.0695	1.5795
TRINITY_DN140306_c8_g2_i3	ID=Xetrov90003776mgName=smad41]SMAD4_PIGSMAD4_PIGQ	Chr01	191711823	191724374	0.0168	0.023	1.3695
TRINITY_DN140351_c0_g1_i2	ID=Xetrov90003356mgName=iqgap2]IQGA1_HUMANIQGA1_HUMANQ	Chr01	165044984	165169692	0.0597	0.0836	1.4023
TRINITY_DN140361_c0_g1_i4	ID=Xetrov90003022mgName=dgcr8]DGCR8_HUMANDGCR8_HUMANQ	Chr01	146858325	146883174	0.0937	0.1027	1.0958
TRINITY_DN140376_c2_g5_i1	ID=Xetrov90002430mgName=LOC100490043-like]JPH4_HUMANJPH4_HUMANQ	Chr01	127771835	127788110	0.0809	0.092	1.1368
TRINITY_DN140380_c1_g1_i1	ID=Xetrov90001811mgName=mapk10]MK10_HUMANMK10_HUMANQ	Chr01	93296523	93471745	0.015	0.0113	0.7533
TRINITY_DN140444_c5_g1_i2	ID=Xetrov90000430mgName=hgfac]HGFA_MOUSEHGFA_MOUSEQ	Chr01	15854605	15880481	0.145	0.2488	1.7157
TRINITY_DN140494_c0_g1_i1	ID=Xetrov90003509mgName=nln]NEUL_RABITNEUL_RABITQ	Chr01	174924742	174958743	0.0795	0.1357	1.7077
TRINITY_DN140531_c1_g1_i1	ID=Xetrov90002061mgName=lppr1]PLPR1_XENTRPLPR1_XENTRQ	Chr01	104821461	104888093	0.0404	0.0466	1.1542
TRINITY_DN140533_c2_g4_i2	ID=Xetrov90003149mgName=Xetrov90003149mg]P2RX7_HUMANP2RX7_HUMANQ	Chr01	153885424	153896341	0.1595	0.2654	1.6638
TRINITY_DN140543_c1_g1_i4	ID=Xetrov90000242mgName=atrn-like]ATRN_MOUSEATRN_MOUSEQ	Chr01	7483258	7562950	0.0614	0.0965	1.5707
TRINITY_DN140622_c1_g2_i2	ID=Xetrov90003035mgName=LOC100495146-like]FBSL_HUMANFBSL_HUMANQ	Chr01	147162306	147395546	0.0717	0.0688	0.9596
TRINITY_DN140625_c2_g1_i1	ID=Xetrov90000499mgName=evc2]LBN_BOVINLBN_BOVINQ	Chr01	19122567	19196662	0.1578	0.3125	1.9799
TRINITY_DN140659_c5_g1_i1	ID=Xetrov90001686mgName=prtn3-like2]PRS57_MOUSEPRS57_MOUSEQ	Chr01	86801295	86805446	0.2016	0.2957	1.4672
TRINITY_DN140667_c1_g1_i2	ID=Xetrov90003609mgName=paip1]PAIP1_XENLAPAIP1_XENLAQ	Chr01	181979497	181999047	0.1261	0.1987	1.5757
TRINITY_DN140770_c0_g1_i1	ID=Xetrov90002398mgName=LOC100486385]	Chr01	127097389	127099881	0.405	0.5503	1.3588
TRINITY_DN140776_c1_g1_i1	ID=Xetrov90000449mgName=lap3]AMPL_XENTRAMPL_XENTRQ	Chr01	16446315	16456683	0.0592	0.1103	1.8643
TRINITY_DN140785_c0_g1_i2	ID=Xetrov90003493mgName=chd1]CHD1_CHICKCHD1_CHICKQ	Chr01	173594979	173630588	0.0361	0.0573	1.5865
TRINITY_DN140789_c4_g1_i6	ID=Xetrov90002237mgName=kank1]KANK1_HUMANKANK1_HUMANQ	Chr01	116514172	116631547	0.0968	0.1654	1.7094
TRINITY_DN140814_c7_g1_i2	ID=Xetrov90003177mgName=myl2]MLRV_RABITMLRV_RABITQ	Chr01	154883763	154892037	0.0143	0.0154	1.0763
TRINITY_DN140817_c0_g1_i3	ID=Xetrov90002238mgName=dock8]DOCK8_HUMANDOCK8_HUMANQ	Chr01	116644276	116726495	0.0703	0.1039	1.478
TRINITY_DN140849_c1_g1_i10	ID=Xetrov90000298mgName=dctn1]DCTN1_XENLADCTN1_XENLAQ	Chr01	10068970	10112648	0.0292	0.0522	1.7877
TRINITY_DN140907_c0_g2_i2	ID=Xetrov90002635mgName=LOC100485265]TEP1_HUMANTEP1_HUMANQ	Chr01	131046486	131097266	0.1624	0.2704	1.6643
TRINITY_DN140922_c0_g2_i1	ID=Xetrov90000846mgName=LOC100493543]CD045_HUMANCD045_HUMANQ	Chr01	43628302	43643703	0.188	0.3249	1.7283
TRINITY_DN140943_c0_g1_i4	ID=Xetrov90002194mgName=LOC100124801]UHRF2_MOUSEUHRF2_MOUSEQ	Chr01	114558042	114611892	0.0605	0.0886	1.4655
TRINITY_DN140947_c1_g1_i1	ID=Xetrov90003307mgName=dmxl1-like]DMXL1_HUMANDMXL1_HUMANQ	Chr01	162085000	162167476	0.0672	0.093	1.3848
TRINITY_DN141125_c0_g5_i1	ID=Xetrov90000643mgName=nfxl1]NFXL1_XENLANFXL1_XENLAQ	Chr01	29535898	29573217	0.067	0.0951	1.4191
TRINITY_DN141149_c3_g1_i1	ID=Xetrov90000800mgName=mfap3l-like]MFA3L_HUMANMFA3L_HUMANQ	Chr01	40665017	40670509	0.0882	0.1317	1.4932
TRINITY_DN141213_c0_g2_i2	ID=Xetrov90002905mgName=bcr]BCR_HUMANBCR_HUMANQ	Chr01	143946646	143978482	0.0373	0.0597	1.601
TRINITY_DN141214_c3_g1_i4	ID=Xetrov90002255mgName=apba1-like]APBA1_HUMANAPBA1_HUMANQ	Chr01	117271724	117359684	0.0305	0.0377	1.2369
TRINITY_DN141238_c7_g2_i5	ID=Xetrov90003131mgName=mlxip]MLXIP_MOUSEMLXIP_MOUSEQ	Chr01	153355295	153419082	0.1589	0.1333	0.8391
TRINITY_DN141284_c1_g1_i1	ID=Xetrov90003732mgName=fech]HEMH_XENLAHEMH_XENLAQ	Chr01	188829539	188841366	0.0557	0.0777	1.3944
TRINITY_DN141308_c6_g1_i5	ID=Xetrov90003136mgName=hpd-like1]HPPD_DANREHPPD_DANREQ	Chr01	153506544	153518360	0.0512	0.0738	1.4423
TRINITY_DN141340_c5_g1_i5	ID=Xetrov90000797mgName=aadat]AADAT_HUMANAADAT_HUMANQ	Chr01	40608103	40635615	0.0875	0.1513	1.7298
TRINITY_DN141358_c6_g3_i4	ID=Xetrov90002185mgName=lurap1l]LUR1L_RATLUR1L_RATQ	Chr01	112683186	112696833	0.0949	0.1438	1.5161
TRINITY_DN141407_c0_g1_i5	ID=Xetrov90000921mgName=LOC100487296]DCLK2_HUMANDCLK2_HUMANQ	Chr01	47523755	47575450	0.0484	0.053	1.0957
TRINITY_DN141461_c0_g1_i2	ID=Xetrov90001603mgName=rab8a]RAB8A_MACFARAB8A_MACFAQ	Chr01	85417236	85443550	0.009	0.0105	1.1677
TRINITY_DN141601_c2_g1_i1	ID=Xetrov90001003mgName=pcdh18]PCD18_HUMANPCD18_HUMANQ	Chr01	52732382	52742338	0.0663	0.0884	1.3334
TRINITY_DN141631_c1_g1_i1	ID=Xetrov90002178mgName=LOC100488523]FREM1_HUMANFREM1_HUMANQ	Chr01	111913053	111969764	0.1246	0.196	1.5724
TRINITY_DN141669_c0_g1_i4	ID=Xetrov90002639mgName=LOC100498627]ARH40_MOUSEARH40_MOUSEQ	Chr01	131257426	131283395	0.143	0.2274	1.5904
TRINITY_DN141684_c1_g1_i5	ID=Xetrov90003470mgName=ttc37]TTC37_XENLATTC37_XENLAQ	Chr01	172508563	172560643	0.1252	0.1863	1.488
TRINITY_DN141740_c5_g1_i2	ID=Xetrov90002678mgName=thoc5]THOC5_XENTRTHOC5_XENTRQ	Chr01	132400381	132417639	0.0768	0.0991	1.2909
TRINITY_DN141781_c1_g1_i7	ID=Xetrov90000624mgName=atp8a1]AT8A1_BOVINAT8A1_BOVINQ	Chr01	28181203	28276724	0.0326	0.0418	1.2824
TRINITY_DN141790_c2_g1_i2	ID=Xetrov90002901mgName=rtdr1]RSP14_MOUSERSP14_MOUSEQ	Chr01	143794010	143889418	0.1352	0.1785	1.3205
TRINITY_DN141790_c2_g2_i2	ID=Xetrov90003406mgName=marveld2]MALD2_XENTRMALD2_XENTRQ	Chr01	167456191	167468974	0.0732	0.1186	1.6207
TRINITY_DN141796_c1_g1_i7	ID=Xetrov90000859mgName=Xetrov90000859mg]GRIA2_MACFAGRIA2_MACFAQ	Chr01	44098177	44145234	0.0147	0.0124	0.8439
TRINITY_DN141818_c1_g1_i2	ID=Xetrov90003310mgName=sema6a]SEM6A_HUMANSEM6A_HUMANQ	Chr01	162837690	162901979	0.0429	0.0391	0.9131
TRINITY_DN141824_c0_g1_i1	ID=Xetrov90001025mgName=fat4-like1]FAT4_HUMANFAT4_HUMANQ	Chr01	55566393	55627209	0.0529	0.08	1.5115
TRINITY_DN141835_c5_g1_i2	ID=Xetrov90002227mgName=vldlr]VLDLR_HUMANVLDLR_HUMANQ	Chr01	115822994	115863271	0.0972	0.1384	1.4237
TRINITY_DN141837_c2_g1_i1	ID=Xetrov90001542mgName=mllt1]ENL_HUMANENL_HUMANQ	Chr01	82974076	82990816	0.0544	0.0776	1.4258
TRINITY_DN141929_c0_g1_i1	ID=Xetrov90000568mgName=tbc1d1-like]TBCD1_HUMANTBCD1_HUMANQ	Chr01	25964030	26015948	0.077	0.1116	1.4482
TRINITY_DN141948_c2_g1_i1	ID=Xetrov90003042mgName=LOC100145162]EP400_HUMANEP400_HUMANQ	Chr01	148055950	148120431	0.1167	0.1744	1.4952
TRINITY_DN141982_c3_g1_i3	ID=Xetrov90000928mgName=ednra]EDNRA_HUMANEDNRA_HUMANQ	Chr01	48225092	48275136	0.0895	0.1092	1.2196
TRINITY_DN142004_c0_g2_i2	ID=Xetrov90000358mgName=Xetrov90000358mg]ADDA_HUMANADDA_HUMANQ	Chr01	11628433	11677143	0.0789	0.103	1.3056
TRINITY_DN142013_c11_g1_i1	ID=Xetrov90000822mgName=spock3]TICN3_HUMANTICN3_HUMANQ	Chr01	41555975	41688974	0.0536	0.0645	1.2034
TRINITY_DN142085_c0_g1_i1	ID=Xetrov90001585mgName=rab3a]RAB3A_RATRAB3A_RATQ	Chr01	84848892	84882815	0.001	0.0008	0.7569
TRINITY_DN142087_c0_g1_i6	ID=Xetrov90000672mgName=kdr]VGFR2_COTJAVGFR2_COTJAQ	Chr01	31112740	31132481	0.1322	0.2152	1.6284
TRINITY_DN142158_c2_g2_i1	ID=Xetrov90000741mgName=snx25-like]SNX25_HUMANSNX25_HUMANQ	Chr01	35262666	35337630	0.0925	0.1172	1.2669
TRINITY_DN142159_c3_g7_i2	ID=Xetrov90001069mgName=lef1]LEF1_HUMANLEF1_HUMANQ	Chr01	57601350	57658545	0.0533	0.0344	0.6446
TRINITY_DN142187_c0_g1_i2	ID=Xetrov90002676mgName=nf2]MERL_MOUSEMERL_MOUSEQ	Chr01	132339470	132370988	0.0128	0.024	1.8762
TRINITY_DN142218_c0_g3_i3	ID=Xetrov90002780mgName=acacb]ACACB_HUMANACACB_HUMANQ	Chr01	138152796	138216861	0.0399	0.0538	1.3494
TRINITY_DN142224_c1_g3_i1	ID=Xetrov90001919mgName=LOC100492550]CART_HUMANCART_HUMANQ	Chr01	98813361	98816720	0.0856	0.0994	1.1618
TRINITY_DN142261_c1_g1_i7	ID=Xetrov90001807mgName=wdfy3-like]WDFY3_HUMANWDFY3_HUMANQ	Chr01	92632164	92784834	0.0294	0.0373	1.2712
TRINITY_DN142266_c4_g1_i3	ID=Xetrov90001415mgName=abhd17a]AB17A_BOVINAB17A_BOVINQ	Chr01	79338399	79358942	0.0313	0.0588	1.8783
TRINITY_DN142305_c0_g2_i2	ID=Xetrov90001311mgName=pias4]PIAS4_HUMANPIAS4_HUMANQ	Chr01	74184291	74210666	0.0558	0.0909	1.629
TRINITY_DN142307_c1_g2_i11	ID=Xetrov90000708mgName=LOC101730896]MTUS1_XENLAMTUS1_XENLAQ	Chr01	33279888	33362166	0.1684	0.2586	1.5354
TRINITY_DN142310_c1_g1_i5	ID=Xetrov90000761mgName=cdkn2aip]CARFA_XENLACARFA_XENLAQ	Chr01	35971555	35976206	0.1683	0.2164	1.2859
TRINITY_DN142371_c0_g1_i10	ID=Xetrov90000520mgName=htra3]HTRA3_RATHTRA3_RATQ	Chr01	20681225	20700917	0.0641	0.0708	1.1045
TRINITY_DN142500_c4_g1_i1	ID=Xetrov90000228mgName=ptpra]PTPRA_HUMANPTPRA_HUMANQ	Chr01	6230782	6265199	0.0344	0.0668	1.9404
TRINITY_DN142532_c0_g1_i6	ID=Xetrov90003486mgName=erap1]ERAP1_HUMANERAP1_HUMANQ	Chr01	173056497	173081311	0.0914	0.1606	1.7571
TRINITY_DN142542_c5_g1_i1	ID=Xetrov90003477mgName=pcsk1]NEC1_HUMANNEC1_HUMANQ	Chr01	172858097	172892540	0.07	0.1351	1.9309
TRINITY_DN142581_c1_g1_i8	ID=Xetrov90000653mgName=fryl-like]FRYL_HUMANFRYL_HUMANQ	Chr01	29772426	29888666	0.0437	0.0388	0.8862
TRINITY_DN142602_c1_g1_i1	ID=Xetrov90003228mgName=ccdc117-like]CC117_MOUSECC117_MOUSEQ	Chr01	157804158	157809787	0.3307	0.5544	1.6762
TRINITY_DN142686_c3_g1_i9	ID=Xetrov90001005mgName=pcdh10]PCD10_HUMANPCD10_HUMANQ	Chr01	53655993	53674546	0.0357	0.0464	1.2981
TRINITY_DN142776_c1_g1_i1	ID=Xetrov90003410mgName=zfyve16]ZFY16_MOUSEZFY16_MOUSEQ	Chr01	167530633	167560546	0.1608	0.237	1.4736
TRINITY_DN142797_c7_g1_i1	ID=Xetrov90000737mgName=ufsp2]UFSP2_HUMANUFSP2_HUMANQ	Chr01	35235940	35248103	0.1158	0.2026	1.7488
TRINITY_DN142814_c4_g2_i3	ID=Xetrov90002128mgName=plaa]PLAP_XENLAPLAP_XENLAQ	Chr01	110007093	110027841	0.0777	0.1107	1.425
TRINITY_DN142822_c0_g1_i1	ID=Xetrov90002107mgName=abca1]ABCA1_HUMANABCA1_HUMANQ	Chr01	107795208	107847498	0.0472	0.0599	1.2694
TRINITY_DN142858_c0_g1_i4	ID=Xetrov90003044mgName=ulk1]ULK1_MOUSEULK1_MOUSEQ	Chr01	148140779	148193277	0.062	0.0787	1.27
TRINITY_DN142863_c2_g2_i5	ID=Xetrov90003292mgName=snx2-like]SNX2_PONABSNX2_PONABQ	Chr01	160975561	161000525	0.0298	0.0365	1.2257
TRINITY_DN142889_c2_g1_i2	ID=Xetrov90002151mgName=psip1]PSIP1_FELCAPSIP1_FELCAQ	Chr01	111709552	111734131	0.1182	0.2027	1.7153
TRINITY_DN142957_c5_g1_i8	ID=Xetrov90000896mgName=Xetrov90000896mg]ARFP1_HUMANARFP1_HUMANQ	Chr01	46089611	46164129	0.0517	0.058	1.1211
TRINITY_DN143045_c2_g3_i4	ID=Xetrov90001462mgName=cirbp]CIRBP_PONABCIRBP_PONABQ	Chr01	81003945	81008087	0.5627	0.621	1.1035
TRINITY_DN143112_c3_g1_i1	ID=Xetrov90000401mgName=maea]MAEA_CHICKMAEA_CHICKQ	Chr01	14027089	14083215	0.009	0.0091	1.0118
TRINITY_DN143116_c6_g2_i4	ID=Xetrov90003227mgName=xbp1]XBP1_HUMANXBP1_HUMANQ	Chr01	157774432	157786063	0.3283	0.3604	1.0979
TRINITY_DN143122_c2_g1_i2	ID=Xetrov90001235mgName=fam13a]FA13A_BOVINFA13A_BOVINQ	Chr01	69334818	69446703	0.0598	0.0921	1.5405
TRINITY_DN143193_c0_g1_i4	ID=Xetrov90003295mgName=sncaip]SNCAP_HUMANSNCAP_HUMANQ	Chr01	161088519	161164144	0.0827	0.1192	1.4417
TRINITY_DN143200_c8_g2_i6	ID=Xetrov90002829mgName=pitpnb2]PIPNB_HUMANPIPNB_HUMANQ	Chr01	141530535	141554865	0.057	0.07	1.2274
TRINITY_DN143216_c7_g3_i1	ID=Xetrov90002931mgName=ddt]DOPDB_XENLADOPDB_XENLAQ	Chr01	144502925	144507523	0.1327	0.2069	1.559
TRINITY_DN143225_c1_g1_i2	ID=Xetrov90000434mgName=htt]HD_HUMANHD_HUMANQ	Chr01	16029872	16112308	0.0546	0.078	1.4276
TRINITY_DN143250_c2_g1_i1	ID=Xetrov90000764mgName=MGC79698]WWC2_XENTRWWC2_XENTRQ	Chr01	36078011	36172803	0.0813	0.1123	1.3807
TRINITY_DN143267_c3_g2_i2	ID=Xetrov90003650mgName=Xetrov90003650mg]CE042_HUMANCE042_HUMANQ	Chr01	184186917	184210518	0.2436	0.4368	1.7933
TRINITY_DN143269_c3_g2_i2	ID=Xetrov90000344mgName=rmnd5a]RMD5A_XENTRRMD5A_XENTRQ	Chr01	11449164	11460516	0.0215	0.0262	1.2172
TRINITY_DN143296_c4_g1_i1	ID=Xetrov90002811mgName=asphd2]ASPH2_XENTRASPH2_XENTRQ	Chr01	140156835	140197241	0.0798	0.0414	0.5186
TRINITY_DN143318_c1_g1_i3	ID=Xetrov90002075mgName=ccdc171]CC171_HUMANCC171_HUMANQ	Chr01	105116257	105147694	0.2487	0.464	1.866
TRINITY_DN143366_c3_g1_i1	ID=Xetrov90000641mgName=atp10d]AT10D_HUMANAT10D_HUMANQ	Chr01	29353291	29381119	0.1139	0.1656	1.453
TRINITY_DN143391_c1_g1_i1	ID=Xetrov90003090mgName=tmed2]TMED2_CRIGRTMED2_CRIGRQ	Chr01	152402257	152409318	0.0153	0.0219	1.4305
TRINITY_DN143406_c1_g1_i3	ID=Xetrov90001820mgName=aff1]AFF1_HUMANAFF1_HUMANQ	Chr01	93777811	93832015	0.2582	0.233	0.9025
TRINITY_DN143414_c4_g1_i3	ID=Xetrov90002008mgName=ncan]NCAN_HUMANNCAN_HUMANQ	Chr01	101780061	101869701	0.1824	0.2898	1.5886
TRINITY_DN143426_c2_g1_i1	ID=Xetrov90002131mgName=LOC100491155]LRC19_MOUSELRC19_MOUSEQ	Chr01	110037232	110045159	0.1639	0.3221	1.9652
TRINITY_DN143429_c4_g1_i2	ID=Xetrov90002846mgName=prkab1-like]AAKB1_HUMANAAKB1_HUMANQ	Chr01	142819530	142831272	0.0435	0.0616	1.4149
TRINITY_DN143447_c5_g3_i2	ID=Xetrov90001676mgName=cdc34]UB2R1_HUMANUB2R1_HUMANQ	Chr01	86547485	86555400	0.0522	0.0672	1.2873
TRINITY_DN143461_c0_g1_i2	ID=Xetrov90003806mgName=epg5]EPG5_HUMANEPG5_HUMANQ	Chr01	193189871	193223441	0.0574	0.1099	1.9135
TRINITY_DN143511_c7_g1_i4	ID=Xetrov90002852mgName=rplp0]RLA0_RANSYRLA0_RANSYQ	Chr01	143013157	143015362	0.045	0.0538	1.195
TRINITY_DN143573_c3_g1_i4	ID=Xetrov90003085mgName=tctn2]TECT2_HUMANTECT2_HUMANQ	Chr01	152326550	152348148	0.1816	0.3226	1.776
TRINITY_DN143595_c1_g1_i1	ID=Xetrov90001772mgName=fras1]FRAS1_HUMANFRAS1_HUMANQ	Chr01	90898811	91067772	0.0807	0.1201	1.4879
