gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	logFC.XY43.XYa43	logFC.XYa43.F43	logFC.M43.F43	PV.XY43.XX43	PV.XY43.XYa43	PV.XYa43.F43	PV.M43.F43	FDR.XY43.XX43	FDR.XY43.XYa43	FDR.XYa43.F43	FDR.M43.F43	Tv1_431	Tv1_432	Tv2_431	Tv3_431	Tv5_431	Tv5_432	Tv5_433	Tv5_434	Tv6_431	Tv6_432	Tv6_433
TRINITY_DN122873_c4_g1_i2	ID=Xetrov90010716mgName=dnaja2]DNJA2_MOUSEDNJA2_MOUSEQ	Chr04	25203795	25203795	7.213995512	0.106877645	-0.045834193	0.152711839	0.030521726	0.780088172	0.901967243	0.608697811	0.929815622	0.999969	1	0.999972759	0.999992197	6.870531161	7.248147807	7.416695858	7.212460922	7.06891713	7.30334479	7.303694947	7.332044199	7.392518929	7.102699761	7.00084552
TRINITY_DN122875_c5_g1_i1	ID=Xetrov90012202mgName=Xetrov90012202mg]WDR47_HUMANWDR47_HUMANQ	Chr04	101872422	101872422	3.604599308	-0.072072474	-0.059390303	-0.012682172	-0.065731389	0.844149046	0.866789047	0.964206577	0.843034882	0.999969	1	0.999972759	0.999992197	3.743708632	3.41442837	3.666360849	3.674984592	3.810264907	3.487513546	3.519584891	3.439458859	3.694783827	3.377878966	3.740972237
TRINITY_DN122897_c4_g2_i4	ID=Xetrov90012713mgName=uroc1]HUTU_MOUSEHUTU_MOUSEQ	Chr04	122529691	122529691	5.200135386	-1.159042798	-1.261742089	0.102699291	-1.210392444	0.007445484	0.003022715	0.746253619	0.002883063	0.160681429	0.210021239	0.999972759	0.097885816	4.703500894	4.3611258	5.428219982	3.889348593	4.912553423	5.138715257	5.51501734	5.261099758	6.101381309	5.308934846	5.39497572
TRINITY_DN122911_c3_g1_i2	ID=Xetrov90012706mgName=slc6a6]SC6A6_HUMANSC6A6_HUMANQ	Chr04	122371029	122371029	3.627103805	0.16835708	0.29727028	-0.1289132	0.23281368	0.688097068	0.459726151	0.692784031	0.534914672	0.999969	1	0.999972759	0.999992197	3.523520839	3.959715957	3.121893084	3.663758348	4.276576515	3.28129652	3.362199022	3.418059971	4.07444474	3.287338711	3.429704266
TRINITY_DN122967_c1_g1_i7	ID=Xetrov90012614mgName=twf2]TWF2B_XENLATWF2B_XENLAQ	Chr04	117798541	117798541	5.175956875	0.415099715	0.138060843	0.277038872	0.276580279	0.246710908	0.692055549	0.327163935	0.390352283	0.950619125	1	0.999972759	0.999992197	5.321831733	5.541980562	5.238622242	5.19894826	4.835562284	4.974504038	4.76036206	5.008945146	5.582058034	5.326092417	4.87330238
TRINITY_DN122975_c0_g1_i11	ID=Xetrov90010748mgName=rfwd3]RFWD3_AILMERFWD3_AILMEQ	Chr04	26756657	26756657	3.819786275	-0.370499225	-0.28138581	-0.089113415	-0.325942517	0.349792434	0.461810532	0.767285145	0.366902647	0.999969	1	0.999972759	0.999992197	3.391745854	3.559773097	3.775505974	3.546412455	3.403941459	3.632944456	4.177935626	3.889019282	4.304836226	4.134386069	3.848004775
TRINITY_DN123023_c7_g1_i1	ID=Xetrov90012166mgName=cdc14a-like]CC14A_HUMANCC14A_HUMANQ	Chr04	98843621	98843621	1.838976344	0.221875311	-0.004359228	0.226234538	0.108758042	0.655829008	0.992816177	0.5610841	0.808758447	0.999969	1	0.999972759	0.999992197	2.265275867	1.578534974	1.893853915	2.177063154	1.923035255	2.122755465	1.530683168	2.130863374	0.737873793	1.376582832	1.86804713
TRINITY_DN123053_c6_g1_i6	ID=Xetrov90011566mgName=kars]SYK_MOUSESYK_MOUSEQ	Chr04	66768322	66768322	7.247405086	-0.173697956	-0.148560078	-0.025137878	-0.161129017	0.658591806	0.695822608	0.933715117	0.651744474	0.999969	1	0.999972759	0.999992197	7.219406348	7.270320179	7.222170438	6.94209077	6.895040598	7.30410265	7.54123464	7.487796095	7.050985472	7.320955675	7.32558883
TRINITY_DN123068_c8_g1_i1	ID=Xetrov90012413mgName=mief1]MID51_XENTRMID51_XENTRQ	Chr04	110655543	110655543	0.942271558	-0.279529428	-0.42881233	0.149282902	-0.354170879	0.669302885	0.500330304	0.764710909	0.5541747	0.999969	1	0.999972759	0.999992197	0.172165523	-0.461175514	2.099780287	1.249286146	0.734308171	0.297585643	0.644179143	0.711762631	1.0749037	1.120991101	1.116141367
TRINITY_DN123113_c1_g4_i1	ID=Xetrov90012667mgName=grm7]GRM7_MOUSEGRM7_MOUSEQ	Chr04	120076410	120076410	3.39032741	0.474648268	0.307704393	0.166943875	0.391176331	0.203825398	0.39373803	0.571063059	0.240856623	0.90991222	1	0.999972759	0.98439357	3.391745854	3.897256892	3.438751836	3.453855715	3.188037366	3.395691064	3.093117487	2.975846948	3.645040994	3.190733617	3.390578746
TRINITY_DN123200_c2_g3_i1	ID=Xetrov90011923mgName=LOC100497300]CA123_XENLACA123_XENLAQ	Chr04	87003189	87003189	4.005898074	0.169489635	-0.008646494	0.178136129	0.080421571	0.671469292	0.982233105	0.5678655	0.823807166	0.999969	1	0.999972759	0.999992197	4.417560932	4.441488046	4.323605027	3.546412455	3.794078146	4.193653046	4.134551918	3.756051016	3.433819413	3.915074146	3.682010099
TRINITY_DN123241_c2_g4_i7	ID=Xetrov90010286mgName=abtb2-like2]ABTB2_MOUSEABTB2_MOUSEQ	Chr04	7156837	7156837	1.708091578	0.491779054	0.306085766	0.185693288	0.39893241	0.349951858	0.546216557	0.65464471	0.395392301	0.999969	1	0.999972759	0.999992197	1.301699002	2.352099476	2.192676557	1.571075112	1.414294741	1.502669492	1.181655458	1.063755257	2.121857218	2.281676589	0.845578454
TRINITY_DN123270_c3_g2_i2	ID=Xetrov90011838mgName=atp6v0b]VATO_BOVINVATO_BOVINQ	Chr04	82184633	82184633	5.5905179	0.138024077	0.178395404	-0.040371327	0.15820974	0.701119407	0.606308712	0.885277555	0.624199514	0.999969	1	0.999972759	0.999992197	5.394402994	5.678234074	5.488093171	5.760812625	5.300671572	5.431014976	5.616428674	5.562751231	5.796252426	5.837663873	5.524545534
TRINITY_DN123280_c1_g2_i8	ID=Xetrov90011438mgName=ctu2]CTU2_XENTRCTU2_XENTRQ	Chr04	60737862	60737862	3.597672505	-0.510864106	-0.501428541	-0.009435566	-0.506146324	0.206146463	0.200832039	0.975315825	0.172430257	0.911312014	1	0.999972759	0.905424508	3.194937907	3.209374644	4.094815515	3.139548954	3.241540569	3.494612963	3.978003329	3.701004229	3.720439962	3.582110517	3.823031814
TRINITY_DN123295_c6_g2_i2	ID=Xetrov90012164mgName=dbt]ODB2_MOUSEODB2_MOUSEQ	Chr04	98799493	98799493	5.836987694	-0.257430924	-0.277954548	0.020523623	-0.267692736	0.494862667	0.447197116	0.943373962	0.436458498	0.999969	1	0.999972759	0.999992197	5.706271098	5.807582364	6.056974042	5.390453102	5.826721402	5.608380791	6.052806451	5.928293545	6.093221558	5.865313293	5.717572919
TRINITY_DN123319_c1_g1_i3	ID=Xetrov90011807mgName=gadd45a]GA45A_FELCAGA45A_FELCAQ	Chr04	80098648	80098648	4.066916163	0.1893538	-0.028327031	0.217680832	0.080513384	0.642235725	0.943060219	0.494578158	0.827079424	0.999969	1	0.999972759	0.999992197	4.041160654	3.649123622	4.773469176	4.47105735	3.761149384	4.094339711	4.171171706	4.127423771	3.355931988	3.7832412	3.966769684
TRINITY_DN123321_c0_g1_i1	ID=Xetrov90012579mgName=tusc2]TUSC2_MOUSETUSC2_MOUSEQ	Chr04	116802640	116802640	3.952824238	-0.184119659	-0.038832728	-0.145286931	-0.111476194	0.606685879	0.910033953	0.596080092	0.730422026	0.999969	1	0.999972759	0.999992197	3.578433924	3.778518339	4.13047727	3.949137148	3.710302647	3.915457317	4.118233759	3.857570921	3.983191277	4.103761351	4.22050767
TRINITY_DN123338_c2_g1_i10	ID=Xetrov90012352mgName=hsd17b7]DHB7_RATDHB7_RATQ	Chr04	108796839	108796839	1.798417275	-0.029052622	-0.018105115	-0.010947507	-0.023578869	0.948820785	0.966955522	0.974950503	0.954072268	0.999969	1	0.999972759	0.999992197	2.106196775	1.645208657	1.457840896	1.899287694	1.772546598	2.094997519	2.141808146	1.582791468	1.638486307	1.618607306	1.620008787
TRINITY_DN123364_c1_g1_i2	ID=Xetrov90012120mgName=tada1]TADA1_XENLATADA1_XENLAQ	Chr04	96857867	96857867	4.165516307	-0.604700697	-0.557504508	-0.047196189	-0.581102602	0.090127411	0.106968779	0.860223071	0.076490125	0.677869579	1	0.999972759	0.670119286	4.180793358	3.864983171	4.464399657	3.466832218	4.162680038	3.997709738	4.475647684	4.098569901	4.372926458	4.206161142	4.255149356
TRINITY_DN123446_c2_g1_i3	ID=Xetrov90011514mgName=ist1]IST1_HUMANIST1_HUMANQ	Chr04	63418732	63418732	4.576093127	-0.11174076	-0.041264775	-0.070475985	-0.076502768	0.746600907	0.901445403	0.791191912	0.806835176	0.999969	1	0.999972759	0.999992197	4.41379119	4.397037842	4.281927143	4.625626811	4.362510917	4.668806021	4.631601823	4.745319566	4.624651841	4.760214085	4.726163458
TRINITY_DN123505_c1_g1_i4	ID=Xetrov90010730mgName=siah1]SIAH1_HUMANSIAH1_HUMANQ	Chr04	26043816	26043816	4.797700309	0.243465849	0.090795927	0.152669922	0.167130888	0.475006574	0.783464209	0.567104543	0.586052135	0.999969	1	0.999972759	0.999992197	4.687978016	4.963148049	4.908324184	4.884465221	4.382135418	4.679748286	4.694276114	4.795969223	5.058214585	4.980892538	4.606870404
TRINITY_DN123553_c1_g1_i6	ID=Xetrov90011092mgName=zbtb3]ZBTB3_MOUSEZBTB3_MOUSEQ	Chr04	39733312	39733312	3.298551889	-0.18235116	-0.20993397	0.02758281	-0.196142565	0.647490156	0.586746806	0.928105188	0.588856936	0.999969	1	0.999972759	0.999992197	3.027431488	3.187170471	3.802286389	3.084484873	3.269908871	3.273062576	3.476341816	3.242519944	3.250303683	2.985274204	3.478497997
TRINITY_DN123577_c2_g1_i2	ID=Xetrov90010347mgName=c1qtnf4]C1QT4_HUMANC1QT4_HUMANQ	Chr04	7938833	7938833	1.868983891	0.80021271	0.668181949	0.132030761	0.734197329	0.193810884	0.258515551	0.788103313	0.175668623	0.898198337	1	0.999972759	0.911564894	1.989479569	2.404364444	1.990172493	2.445291232	1.899018828	1.53056815	0.695362595	-0.16422426	2.408091265	0.810155518	2.416577919
TRINITY_DN123581_c1_g4_i3	ID=Xetrov90012404mgName=nptxr]NPTXR_HUMANNPTXR_HUMANQ	Chr04	110247185	110247185	4.113029426	0.397590029	0.290561873	0.107028156	0.344075951	0.283891243	0.417178587	0.713703558	0.299549426	0.975694724	1	0.999972759	0.999992197	3.644260501	4.546967426	4.348045803	4.197696556	4.241194053	3.833839341	3.751893927	3.889019282	4.540732601	3.81058917	4.083523705
TRINITY_DN123601_c4_g1_i3	ID=Xetrov90011034mgName=arl2]ARL2_HUMANARL2_HUMANQ	Chr04	38233084	38233084	3.823988472	-0.338989124	-0.146094509	-0.192894614	-0.242541817	0.355090543	0.678189717	0.489143118	0.466031734	0.999969	1	0.999972759	0.999992197	3.95039648	3.482866672	3.695224989	3.761781859	3.906761594	3.788345064	4.13686809	3.665123545	3.764953851	3.543511858	4.191532413
TRINITY_DN123606_c9_g1_i1	ID=Xetrov90011101mgName=lrrn4cl]LRN4L_HUMANLRN4L_HUMANQ	Chr04	39819168	39819168	2.223405728	-0.367973655	-0.462121775	0.09414812	-0.415047715	0.505927255	0.390882103	0.823093569	0.413316088	0.999969	1	0.999972759	0.999992197	2.815206443	1.064864844	2.940914698	2.382763218	2.370033287	2.262400826	2.075738881	1.785780909	1.177264096	1.847090219	2.554455384
TRINITY_DN123642_c1_g2_i3	ID=Xetrov90012662mgName=arl8b]ARL8B_RATARL8B_RATQ	Chr04	119713238	119713238	2.859135057	-0.13541701	-0.44963586	0.31421885	-0.292526435	0.740307882	0.261203522	0.317792088	0.434693264	0.999969	1	0.999972759	0.999992197	2.956649404	2.352099476	3.008915938	2.800002012	2.58096731	2.908635957	2.59017855	3.282539307	3.017173921	2.906350976	2.821479065
TRINITY_DN123715_c3_g1_i1	ID=Xetrov90011818mgName=lrrc40]LRC40_XENTRLRC40_XENTRQ	Chr04	80786527	80786527	3.531760855	-0.371857898	-0.017596097	-0.354261802	-0.194726998	0.392966437	0.966181492	0.284046067	0.620449937	0.999969	1	0.999972759	0.999992197	3.422086914	2.908275666	3.182041966	3.729841696	2.89813992	3.626495597	4.094597193	3.631430099	3.021767017	3.84802577	3.892695166
TRINITY_DN123750_c1_g4_i1	ID=Xetrov90012539mgName=amt]GCST_HUMANGCST_HUMANQ	Chr04	115500929	115500929	1.110272967	-1.302744459	-0.892029279	-0.410715179	-1.097386869	0.029529349	0.12037542	0.335872708	0.047471267	0.384196316	1	0.999972759	0.532186965	0.547310576	0.201878167	0.734341297	0.209379338	0.399736574	0.642533222	1.923069676	1.620751868	1.391159245	1.542356362	1.58081887
TRINITY_DN123839_c5_g2_i1	ID=Xetrov90010513mgName=sigirr]SIGIR_RATSIGIR_RATQ	Chr04	13992438	13992438	1.442680313	0.098309294	0.024048787	0.074260506	0.06117904	0.834183443	0.957681197	0.838539911	0.885165189	0.999969	1	0.999972759	0.999992197	1.622294465	1.128393582	1.837427702	1.765652297	1.496620284	1.516686258	1.217113265	1.268925892	0.926042412	1.285958588	1.540534587
TRINITY_DN123892_c2_g1_i2	ID=Xetrov90010500mgName=sdhaf2]SDHF2_MOUSESDHF2_MOUSEQ	Chr04	13668632	13668632	4.553185465	0.258613177	0.305698021	-0.047084844	0.282155599	0.445025674	0.347516649	0.858788541	0.351302608	0.999969	1	0.999972759	0.999992197	4.574373442	4.711578583	4.707311046	4.84690715	4.739090077	4.430484952	4.311060689	4.335771329	4.293485318	4.545875739	4.463412052
TRINITY_DN123938_c1_g2_i6	ID=Xetrov90011347mgName=rspry1]RSPRY_MACFARSPRY_MACFAQ	Chr04	53797798	53797798	4.111521284	-0.30565192	-0.22805135	-0.07760057	-0.266851635	0.411818486	0.525759649	0.78473106	0.431154392	0.999969	1	0.999972759	0.999992197	3.913497445	3.649123622	4.554670252	4.101129535	3.954150339	3.853300681	4.228764949	4.001197993	4.164428017	4.012500305	4.526648547
TRINITY_DN123968_c6_g1_i2	ID=Xetrov90010960mgName=Xetrov90010960mg]ExpAA=8972PredHel=4Topology=i21-43o53-72i84-106o121-143i	Chr04	36309088	36309088	7.262126638	3.297945461	0.798456889	2.499488572	2.048201175	0.00433866	0.470456184	0.012156152	0.030308549	0.111535922	1	0.670750166	0.417776357	7.734270374	8.138529725	7.922042658	8.481682012	6.66205743	2.757475491	0.536019781	5.317085248	8.703687389	4.676476481	0.941515655
TRINITY_DN124001_c3_g1_i1	ID=Xetrov90010967mgName=eif1ad]EIF1A_XENTREIF1A_XENTRQ	Chr04	36483129	36483129	3.40190492	-0.959839878	-0.836428462	-0.123411416	-0.89813417	0.027185976	0.04681239	0.699740259	0.025525616	0.36447988	0.735577155	0.999972759	0.378797769	3.312978311	2.378468625	4.174419064	2.860252824	3.474707586	3.102325633	3.664691608	3.083974303	3.377594424	3.65029932	3.581359724
TRINITY_DN124058_c2_g4_i2	ID=Xetrov90012613mgName=wdr82]WDR82_CHICKWDR82_CHICKQ	Chr04	117787716	117787716	3.526112949	-0.339101471	-0.284455934	-0.054645537	-0.311778703	0.414409656	0.478686432	0.862786003	0.410581179	0.999969	1	0.999972759	0.999992197	3.255165021	3.301829302	3.404204303	3.238711893	2.92811657	3.674173716	4.077818119	3.942456432	3.37400653	3.490386083	3.70041029
TRINITY_DN124077_c3_g1_i16	ID=Xetrov90012276mgName=rbfox2]RFOX2_XENTRRFOX2_XENTRQ	Chr04	105231997	105231997	4.396518211	-0.114193242	-0.151905243	0.037712001	-0.133049243	0.741250781	0.650148858	0.887414301	0.671862709	0.999969	1	0.999972759	0.999992197	4.469328455	4.303805043	4.294557416	4.266103383	3.971527353	4.428632795	4.386969634	4.485581223	4.495217998	4.597032076	4.562295699
TRINITY_DN124095_c5_g2_i1	ID=Xetrov90010200mgName=apip]MTNB_LITCTMTNB_LITCTQ	Chr04	4357356	4357356	4.276783245	-0.085635785	-0.10699602	0.021360235	-0.096315902	0.79946026	0.742833132	0.934479554	0.752719391	0.999969	1	0.999972759	0.999992197	4.220177348	4.229700543	4.352079311	4.163566028	3.962865009	4.426778257	4.525997383	4.251576473	4.254990693	4.25873531	4.325000645
TRINITY_DN124105_c1_g1_i1	ID=Xetrov90011490mgName=vps4a-like]VPS4A_RATVPS4A_RATQ	Chr04	62238891	62238891	5.168912549	0.144207635	0.150580172	-0.006372537	0.147393903	0.674270314	0.648891841	0.98096512	0.632713486	0.999969	1	0.999972759	0.999992197	4.891427597	5.262942709	4.989541328	5.313524377	4.931915846	5.335401019	5.143357377	5.198676545	5.227816481	5.335536963	5.14084713
TRINITY_DN124153_c3_g1_i3	ID=Xetrov90012551mgName=ip6k1]IP6K1_RATIP6K1_RATQ	Chr04	115650180	115650180	1.383808501	0.756617925	0.835974031	-0.079356106	0.796295978	0.149438549	0.094991146	0.849845006	0.083552335	0.824896152	0.977664682	0.999972759	0.695060101	1.723216197	2.197767464	0.852942772	1.75158188	0.293203463	0.421960028	0.989982887	1.331307336	1.241680039	1.714384465	1.620008787
TRINITY_DN124153_c4_g1_i1	ID=Xetrov90010753mgName=rarg-like2]EXOS6_XENTREXOS6_XENTRQ	Chr04	26923557	26923557	4.164997344	-0.243766338	-0.087449723	-0.156316616	-0.16560803	0.515092207	0.808042619	0.584991091	0.625517496	0.999969	1	0.999972759	0.999992197	4.021478561	4.132342541	3.711014553	3.93052286	4.395071667	4.066024163	4.63652078	4.157865065	4.527874287	4.017203099	3.943785999
TRINITY_DN124200_c0_g1_i4	ID=Xetrov90010538mgName=sirt31]SIR3_MOUSESIR3_MOUSEQ	Chr04	14651574	14651574	2.161067078	-0.051131773	-0.026735357	-0.024396416	-0.038933565	0.918768714	0.955892153	0.949605605	0.931573381	0.999969	1	0.999972759	0.999992197	1.013671645	2.182882831	2.354224825	2.079056781	2.396005856	1.624172063	2.379435135	2.472781773	2.687867584	2.116189513	1.731569312
TRINITY_DN124305_c0_g1_i1	ID=Xetrov90011773mgName=efcab7-like]EFCB7_XENLAEFCB7_XENLAQ	Chr04	78533476	78533476	3.277443576	0.237408377	0.394571164	-0.157162787	0.315989771	0.563325195	0.315473122	0.62367232	0.388331509	0.999969	1	0.999972759	0.999992197	2.966976242	4.011180993	3.126610007	2.827091256	3.142736327	3.134496416	3.185517186	3.115336295	3.337628126	3.523818233	3.314976036
TRINITY_DN124337_c4_g4_i7	ID=Xetrov90010816mgName=tmem208]TM208_MOUSETM208_MOUSEQ	Chr04	28414230	28414230	3.896559076	0.00095227	0.065980659	-0.065028389	0.033466464	0.997899593	0.849740374	0.816146254	0.918277595	0.999969	1	0.999972759	0.999992197	3.701041002	3.928824406	3.926500965	3.924264341	3.526573501	3.858813183	4.082632086	4.144897368	3.608866301	3.969470734	4.058778883
TRINITY_DN124348_c4_g1_i1	ID=Xetrov90011994mgName=rgs16]RGS16_HUMANRGS16_HUMANQ	Chr04	90076482	90076482	4.550072708	0.231758603	-0.06462855	0.296387154	0.083565027	0.523127596	0.855275299	0.297632116	0.799278196	0.999969	1	0.999972759	0.999992197	4.910279441	4.428927118	4.905582344	4.749383093	4.737398054	4.346653208	4.335466181	4.371463784	4.680910098	3.993534314	4.301086226
TRINITY_DN124351_c8_g1_i1	ID=Xetrov90012288mgName=cebpg]CEBPG_MOUSECEBPG_MOUSEQ	Chr04	105672968	105672968	3.774836936	-0.123699065	0.044878904	-0.168577969	-0.039410081	0.743260724	0.901452885	0.561551032	0.907919109	0.999969	1	0.999972759	0.999992197	4.05574799	3.576953286	3.704719449	3.89895518	3.734254299	3.811271523	3.632224849	3.470973584	3.381173416	3.853295427	4.201255636
TRINITY_DN124353_c0_g2_i1	ID=Xetrov90012278mgName=slc25a38]S2538_XENTRS2538_XENTRQ	Chr04	105417109	105417109	1.681744008	0.078340449	-0.101323536	0.179663985	-0.011491544	0.858911723	0.812567788	0.598331345	0.977038843	0.999969	1	0.999972759	0.999992197	2.049018185	1.749909948	1.882743846	1.571075112	1.690974541	1.771730984	1.764346224	1.331307336	1.697092344	1.376582832	1.456425819
TRINITY_DN124376_c1_g1_i1	ID=Xetrov90011020mgName=tmed10]TMEDA_BOVINTMEDA_BOVINQ	Chr04	37918776	37918776	4.973211832	0.063703598	0.06534006	-0.001636461	0.064521829	0.858176327	0.849373349	0.995280741	0.840900635	0.999969	1	0.999972759	0.999992197	4.98331594	4.809310969	5.107570188	5.213136263	5.086114997	5.051141044	5.080973793	5.061645891	4.52625891	5.016559059	4.614167442
TRINITY_DN124530_c1_g1_i1	ID=Xetrov90011767mgName=atg4c]ATG4C_XENTRATG4C_XENTRQ	Chr04	78174727	78174727	5.014177675	-0.496531956	-0.409740744	-0.086791212	-0.45313635	0.153934169	0.223446181	0.741791951	0.155112737	0.833706292	1	0.999972759	0.874218543	4.955062356	4.535295686	5.241886615	4.733363559	5.092747204	5.073834275	5.308618432	5.088985097	4.84281059	4.983297935	5.12900964
TRINITY_DN124531_c1_g3_i8	ID=Xetrov90011834mgName=tspan1]TSN1_RATTSN1_RATQ	Chr04	81422391	81422391	4.4476461	-0.925222849	-0.656948275	-0.268274574	-0.791085562	0.017627685	0.079344975	0.351596728	0.027392653	0.277346726	0.921817908	0.999972759	0.394038039	4.425070995	3.610711818	4.331798045	3.933641967	4.690946784	4.13124949	4.807649389	4.140548769	4.976580781	4.317108771	4.928978764
TRINITY_DN124533_c6_g1_i1	ID=Xetrov90010176mgName=cd82]CD82_RATCD82_RATQ	Chr04	3606094	3606094	5.489610039	0.417870922	0.036287495	0.381583426	0.227079208	0.246870584	0.918075737	0.18107319	0.485279863	0.950619125	1	0.999972759	0.999992197	5.74878658	5.707130288	5.879023287	5.5815317	4.952481109	5.560131944	5.202049255	5.336225477	5.457064298	5.545429326	5.150916813
TRINITY_DN124572_c4_g1_i1	ID=Xetrov90011895mgName=rnf11]RNF11_HUMANRNF11_HUMANQ	Chr04	86046593	86046593	4.379573249	0.123570711	0.238879598	-0.115308887	0.181225154	0.723654962	0.476281432	0.671183654	0.562867336	0.999969	1	0.999972759	0.999992197	4.508738616	4.403472337	4.125772994	4.644785505	4.241194053	4.467037333	4.339493924	4.42429415	3.824000832	4.532798114	4.495376746
TRINITY_DN124596_c2_g1_i1	ID=Xetrov90012283mgName=hmox1]HMOX1_CHICKHMOX1_CHICKQ	Chr04	105622741	105622741	4.921204084	-0.575560086	-0.583912663	0.008352577	-0.579736375	0.244452645	0.22448423	0.98214674	0.202829017	0.949702418	1	0.999972759	0.94708929	4.973105815	4.626127962	4.190276616	4.208037856	5.561002261	5.36669233	4.562639031	5.787982175	3.945009957	4.881232067	4.817499589
TRINITY_DN124619_c4_g1_i1	ID=Xetrov90011257mgName=dus2]DUS2L_HUMANDUS2L_HUMANQ	Chr04	45900547	45900547	2.91797899	-0.99694642	-0.718277348	-0.278669073	-0.857611884	0.018104033	0.076604443	0.36689387	0.027389535	0.281834457	0.905191205	0.999972759	0.394038039	3.007559897	2.311619432	2.727736862	2.079056781	3.207723417	3.134496416	3.338245336	2.931227388	2.699381522	3.279530814	2.871052474
TRINITY_DN124619_c4_g4_i1	ID=Xetrov90011256mgName=ddx28]DDX28_MOUSEDDX28_MOUSEQ	Chr04	45892604	45892604	3.611910575	-0.884277989	-0.688935135	-0.195342854	-0.786606562	0.024304883	0.068757364	0.500720198	0.02967534	0.3413411	0.868198863	0.999972759	0.411762428	3.466434616	2.908275666	4.023264952	2.991762603	3.522649348	3.321775746	3.881855618	3.508579514	3.745647801	3.930114143	3.94764213
TRINITY_DN124654_c0_g1_i7	ID=Xetrov90011377mgName=pdcd2l]PDD2L_HUMANPDD2L_HUMANQ	Chr04	54693098	54693098	2.744388367	-0.908168893	-0.475209253	-0.43295964	-0.691689073	0.077557241	0.332565015	0.253719632	0.141606105	0.627675972	1	0.999972759	0.851708532	1.906068463	2.074154973	2.727736862	2.258919986	2.487427689	2.382077881	3.635504601	3.019127818	2.887287445	2.297227332	3.401866157
