gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.XXm46	logFC.XXm46.XX46	logFC.XXM.XXF	PV.XY46.XX46	PV.XY46.XXm46	PV.XXm46.XX46	PV.XXM.XXF	FDR.XY46.XX46	FDR.XY46.XXm46	FDR.XXm46.XX46	FDR.XXM.XXF	Tv1_462	Tv1_463	Tv2_461	Tv2_462	Tv2_464	Tv5_461	Tv6_461
TRINITY_DN124001_c3_g1_i1	ID=Xetrov90010967mgName=eif1ad]EIF1A_XENTREIF1A_XENTRQ	Chr04	36483129	36483129	4.07165759	-2.43009914	0.04847315	-2.47857229	-2.454335715	1.51E-13	0.91457981	1.78E-06	8.17E-13	2.87E-12	1	3.40E-05	1.60E-11	4.831870795	2.678117718	2.677152157	2.505538896	2.262306093	5.129332477	4.944305004
TRINITY_DN124058_c2_g4_i2	ID=Xetrov90012613mgName=wdr82]WDR82_CHICKWDR82_CHICKQ	Chr04	117787716	117787716	3.025542007	-0.058536437	-0.107004991	0.048468554	-0.005033942	0.876669085	0.840278807	0.927377577	0.989339571	0.90781485	1	0.955267819	0.992202508	2.693193437	2.916062351	2.747436149	3.091080788	3.2489221	2.862522379	3.456762514
TRINITY_DN124077_c3_g1_i16	ID=Xetrov90012276mgName=rbfox2]RFOX2_XENTRRFOX2_XENTRQ	Chr04	105231997	105231997	3.298196307	0.108200957	-0.034365862	0.142566818	0.125383887	0.766485635	0.94675784	0.780358497	0.730443192	0.819388461	1	0.857637329	0.790126863	3.566942693	3.096263128	3.378218398	3.372572112	3.509713719	2.667727849	3.317286995
TRINITY_DN124095_c5_g2_i1	ID=Xetrov90010200mgName=apip]MTNB_LITCTMTNB_LITCTQ	Chr04	4357356	4357356	3.912940984	0.074273216	0.302465714	-0.228192498	-0.076959641	0.813085621	0.50459492	0.612902544	0.806723949	0.857428248	1	0.729534827	0.8523216	3.803665332	3.872709249	3.968624183	3.683096708	4.103145235	4.122670931	3.778495807
TRINITY_DN124105_c1_g1_i1	ID=Xetrov90011490mgName=vps4a-like]VPS4A_RATVPS4A_RATQ	Chr04	62238891	62238891	4.456987784	0.167390062	0.081495912	0.08589415	0.126642106	0.556144776	0.8402808	0.830180931	0.655852233	0.639847977	1	0.892474226	0.726039611	4.287173414	4.310992984	4.78090779	4.457139859	4.48087582	4.376698014	4.445894497
TRINITY_DN124153_c3_g1_i3	ID=Xetrov90012551mgName=ip6k1]IP6K1_RATIP6K1_RATQ	Chr04	115650180	115650180	1.657727599	-2.516332305	-0.305098644	-2.211233661	-2.363782983	9.45E-09	0.616373508	0.000985033	1.29E-07	9.90E-08	1	0.007029673	1.20E-06	2.401917565	0.127526631	0.074329784	0.374148371	0.043201948	2.866753755	2.288792204
TRINITY_DN124153_c4_g1_i1	ID=Xetrov90010753mgName=rarg-like2]EXOS6_XENTREXOS6_XENTRQ	Chr04	26923557	26923557	4.787910051	-1.629264302	0.311489109	-1.940753412	-1.785008857	9.41E-08	0.471312528	4.82E-05	1.42E-08	8.52E-07	1	0.000581384	1.55E-07	5.028162	4.100912476	3.629657604	3.57612238	3.894093798	5.854467592	5.537207269
TRINITY_DN124200_c0_g1_i4	ID=Xetrov90010538mgName=sirt31]SIR3_MOUSESIR3_MOUSEQ	Chr04	14651574	14651574	3.265997585	-0.375468375	1.756516296	-2.131984671	-1.253726523	0.282753525	0.001766314	0.000203226	0.000570341	0.374045241	0.63064536	0.001936753	0.002465432	3.684519234	3.380854742	3.363374524	1.488655787	2.881547504	3.756026963	3.32701679
TRINITY_DN124305_c0_g1_i1	ID=Xetrov90011773mgName=efcab7-like]EFCB7_XENLAEFCB7_XENLAQ	Chr04	78533476	78533476	4.07354122	-0.0335097	0.692499995	-0.726009695	-0.379759697	0.943697092	0.323327063	0.301290568	0.4260404	0.958200078	1	0.454630425	0.517775843	4.415168062	5.13007425	3.17900177	3.448887086	3.140503313	3.897164904	4.158644976
TRINITY_DN124337_c4_g4_i7	ID=Xetrov90010816mgName=tmem208]TM208_MOUSETM208_MOUSEQ	Chr04	28414230	28414230	3.673897908	0.811470338	0.203936904	0.607533434	0.709501886	0.015517269	0.668579112	0.183807111	0.033584302	0.038254212	1	0.324981491	0.069817346	3.276130268	4.180110996	4.169713633	3.798121293	3.572557619	3.177269415	3.122469092
TRINITY_DN124348_c4_g1_i1	ID=Xetrov90011994mgName=rgs16]RGS16_HUMANRGS16_HUMANQ	Chr04	90076482	90076482	3.531350433	0.883382487	-0.08918546	0.972567947	0.927975217	0.01031883	0.852494217	0.034643537	0.006836512	0.027705255	1	0.105255726	0.019707072	3.272378934	3.811379428	3.673641095	3.918840769	3.989300525	2.628395095	2.879651448
TRINITY_DN124351_c8_g1_i1	ID=Xetrov90012288mgName=cebpg]CEBPG_MOUSECEBPG_MOUSEQ	Chr04	105672968	105672968	2.836552944	-0.321879396	-0.021614392	-0.300265005	-0.3110722	0.37381725	0.966380386	0.564000644	0.390851276	0.467482749	1	0.690427034	0.483851787	2.995820671	2.488311474	2.582909344	2.708707068	2.950772694	2.944878125	3.077065414
TRINITY_DN124353_c0_g2_i1	ID=Xetrov90012278mgName=slc25a38]S2538_XENTRS2538_XENTRQ	Chr04	105417109	105417109	2.073565173	-1.885376813	0.366467606	-2.251844419	-2.068610616	3.88E-06	0.536805329	0.000510018	1.04E-06	2.69E-05	1	0.004132996	8.26E-06	3.013906471	0.855740471	0.846327646	0.643930107	1.267156736	2.525099265	2.989921973
TRINITY_DN124376_c1_g1_i1	ID=Xetrov90011020mgName=tmed10]TMEDA_BOVINTMEDA_BOVINQ	Chr04	37918776	37918776	4.685616395	0.313850997	-0.26637347	0.580224467	0.447037732	0.272707116	0.503391067	0.138592526	0.117420473	0.363462103	1	0.269048221	0.18628642	4.560678313	4.819720143	5.045531206	5.033148068	4.348615903	4.444792917	4.348942999
TRINITY_DN124530_c1_g1_i1	ID=Xetrov90011767mgName=atg4c]ATG4C_XENTRATG4C_XENTRQ	Chr04	78174727	78174727	5.789295599	-1.953939159	0.395965548	-2.349904707	-2.151921933	3.92E-13	0.296295589	4.24E-08	1.80E-14	7.08E-12	1	1.26E-06	4.36E-13	6.719181896	4.632159438	4.764053169	4.259420388	4.558330581	6.702830925	6.371062138
TRINITY_DN124531_c1_g3_i8	ID=Xetrov90011834mgName=tspan1]TSN1_RATTSN1_RATQ	Chr04	81422391	81422391	5.353506749	-1.75745676	-0.028600681	-1.728856079	-1.74315642	4.44E-09	0.944812553	0.000170683	1.36E-08	4.88E-08	1	0.001674364	1.49E-07	5.951012083	4.208374516	4.783140269	4.36685031	3.865696591	6.190342237	6.127902688
TRINITY_DN124533_c6_g1_i1	ID=Xetrov90010176mgName=cd82]CD82_RATCD82_RATQ	Chr04	3606094	3606094	5.053058808	0.362040034	-0.058671102	0.420711136	0.391375585	0.20829108	0.884795353	0.289446118	0.172749795	0.293320577	1	0.442423867	0.253106196	5.012505687	5.253207102	4.961288056	5.246234336	5.324762373	4.358784488	5.014226183
TRINITY_DN124572_c4_g1_i1	ID=Xetrov90011895mgName=rnf11]RNF11_HUMANRNF11_HUMANQ	Chr04	86046593	86046593	3.514894888	-0.659973221	0.32690047	-0.986873691	-0.823423456	0.05150691	0.504671715	0.052181853	0.016335371	0.09797733	1	0.139048019	0.039529429	3.704144907	3.458213879	3.254957462	2.903989078	2.923479908	4.055679057	3.876718241
TRINITY_DN124596_c2_g1_i1	ID=Xetrov90012283mgName=hmox1]HMOX1_CHICKHMOX1_CHICKQ	Chr04	105622741	105622741	3.180699024	0.172864786	0.893691336	-0.720826549	-0.273980881	0.689927912	0.169091377	0.262073338	0.529422933	0.756205833	1	0.413336431	0.614807556	2.295045749	3.890262184	2.923718905	2.467424369	3.055056195	3.666631294	3.267628691
TRINITY_DN124619_c4_g1_i1	ID=Xetrov90011257mgName=dus2]DUS2L_HUMANDUS2L_HUMANQ	Chr04	45900547	45900547	2.93873957	-0.29483714	0.126458774	-0.421295914	-0.358066527	0.401334236	0.801348987	0.408496616	0.309852205	0.494542836	1	0.557753781	0.402112784	3.092598851	2.874335028	2.907438279	2.695577777	2.667928713	3.234055776	3.006162782
TRINITY_DN124619_c4_g4_i1	ID=Xetrov90011256mgName=ddx28]DDX28_MOUSEDDX28_MOUSEQ	Chr04	45892604	45892604	4.448032822	-2.953376243	-0.361557819	-2.591818424	-2.772597334	1.58E-20	0.387681431	1.52E-07	5.19E-17	5.97E-19	1	3.95E-06	1.69E-15	5.532662325	2.568999812	2.681945795	2.839798786	2.125288368	5.195587827	5.517514633
TRINITY_DN124654_c0_g1_i7	ID=Xetrov90011377mgName=pdcd2l]PDD2L_HUMANPDD2L_HUMANQ	Chr04	54693098	54693098	3.804341893	-1.599579992	-0.060909094	-1.538670897	-1.569125445	4.96E-06	0.900401564	0.003895998	1.11E-05	3.38E-05	1	0.020979863	7.30E-05	4.234160747	2.831364779	3.073510218	2.959964643	2.771052795	4.935485865	4.17848657
TRINITY_DN124720_c2_g1_i2	ID=Xetrov90012475mgName=tmprss6-like]TMPS6_MOUSETMPS6_MOUSEQ	Chr04	112805638	112805638	3.802909962	0.901879414	0.529662752	0.372216662	0.637048038	0.017924797	0.337191441	0.478370182	0.092561904	0.042899844	1	0.619602449	0.154416916	2.71546782	4.730935368	3.802485208	3.67642942	3.890574565	3.469281397	3.586637208
TRINITY_DN124735_c0_g2_i1	ID=Xetrov90012395mgName=josd1]JOS1_PONABJOS1_PONABQ	Chr04	110074531	110074531	0.31127241	-1.372664931	0.042298725	-1.414963656	-1.393814294	0.006794065	0.95433052	0.066376579	0.0067359	0.019755662	1	0.163419443	0.019471201	0.818082748	-0.760402606	0.014780473	-0.447227742	-0.662125609	0.415890634	1.336646068
TRINITY_DN124746_c4_g1_i8	ID=Xetrov90011146mgName=rtn3]RTN3_XENTRRTN3_XENTRQ	Chr04	41097297	41097297	5.133668044	-0.070439874	0.106877108	-0.177316982	-0.123878428	0.784353859	0.770746943	0.629932158	0.630718204	0.833944129	1	0.743595111	0.704703387	5.306486161	5.006752589	5.140878718	5.01079593	5.198098557	5.063578341	5.183556667
TRINITY_DN124789_c0_g1_i3	ID=Xetrov90011756mgName=psma4]PSA4_RATPSA4_RATQ	Chr04	77243702	77243702	6.465746783	-0.056142507	0.021414761	-0.077557268	-0.066849888	0.837086188	0.955842936	0.841533299	0.806673446	0.876148107	1	0.89990248	0.852293717	6.52870451	6.262361828	6.57908878	6.423040703	6.473638805	6.45559398	6.516335233
TRINITY_DN124843_c2_g1_i2	ID=Xetrov90010683mgName=znf507]ZN507_HUMANZN507_HUMANQ	Chr04	21520780	21520780	2.308309628	-5.555335584	-0.198002192	-5.357333391	-5.456334487	1.13E-23	0.807663797	2.74E-09	9.66E-20	5.43E-22	1	1.09E-07	4.20E-18	3.811441535	-1.902060692	-1.347496894	-1.648886008	-2.634427328	2.920661241	3.551103048
TRINITY_DN124848_c2_g1_i5	ID=Xetrov90011487mgName=znf276]ZN276_MOUSEZN276_MOUSEQ	Chr04	62103333	62103333	3.213695238	-0.483476154	-0.084665129	-0.398811025	-0.44114359	0.168816865	0.864306753	0.431974483	0.210428708	0.24837335	1	0.579139088	0.295887642	3.316763704	2.64541337	3.017723321	3.060682488	3.209919845	3.60717647	3.432932004
TRINITY_DN124875_c0_g2_i1	ID=Xetrov90012397mgName=cby1]CBY1_HUMANCBY1_HUMANQ	Chr04	110098755	110098755	2.192730287	-1.737990613	-0.764172694	-0.973817919	-1.355904266	8.59E-06	0.145538604	0.084838508	0.000498068	5.60E-05	1	0.192897641	0.002189705	2.71546782	0.855740471	1.25939658	1.88542853	1.245279422	2.875179456	2.948501609
TRINITY_DN124944_c1_g2_i1	ID=Xetrov90011260mgName=nup93]NUP93_XENLANUP93_XENLAQ	Chr04	46263049	46263049	5.343105512	-0.705279607	0.149972805	-0.855252412	-0.78026601	0.00604275	0.681816013	0.024864772	0.002611221	0.017941459	1	0.083189314	0.009005644	5.692790058	5.025936359	4.850687334	4.864489521	5.151810137	5.657894633	5.801367073
TRINITY_DN124957_c0_g1_i3	ID=Xetrov90010336mgName=Xetrov90010336mg]NU160_MOUSENU160_MOUSEQ	Chr04	7800027	7800027	6.153482026	-1.718419946	0.144318849	-1.862738795	-1.79057937	1.26E-10	0.698181317	7.00E-06	7.37E-11	1.72E-09	1	0.000112883	1.13E-09	6.822202165	5.249131538	5.173581399	5.033148068	5.105505911	6.943181087	6.914770873
TRINITY_DN124964_c3_g1_i4	ID=Xetrov90011537mgName=crispld2]CRLD2_XENTRCRLD2_XENTRQ	Chr04	64538316	64538316	2.228489993	0.877393243	0.007818792	0.86957445	0.873483847	0.03927426	0.989530474	0.128650772	0.039277663	0.079268388	1	0.255675553	0.078852023	1.317660962	2.248075295	2.034539668	2.535321719	3.116601858	1.881265827	1.766601916
TRINITY_DN124984_c1_g1_i3	ID=Xetrov90010210mgName=oraov1]ORAV1_HUMANORAV1_HUMANQ	Chr04	4920115	4920115	3.555108453	-0.982103223	0.344854649	-1.326957872	-1.154530547	0.007115916	0.512031089	0.017141819	0.001881349	0.020516011	1	0.063982387	0.006840161	4.589606807	3.084112027	3.15161628	2.741016881	3.010356708	3.683520577	3.720619144
TRINITY_DN124986_c0_g3_i9	ID=Xetrov90010244mgName=gyltl1b]LRG2B_XENLALRG2B_XENLAQ	Chr04	5589270	5589270	4.538750246	0.155045913	-0.028606049	0.183651962	0.169348937	0.601465196	0.945601743	0.658537067	0.567889298	0.679841081	1	0.765933258	0.649512475	4.301968858	4.728985676	4.795357529	4.627546928	4.200155635	4.281653931	4.707854498
TRINITY_DN125126_c2_g1_i2	ID=Xetrov90010479mgName=fads2]FADS2_XENLAFADS2_XENLAQ	Chr04	13212522	13212522	5.692922419	1.576896138	0.444706437	1.132189701	1.354542919	2.28E-05	0.39945004	0.019952967	0.000236115	0.000136476	1	0.071341039	0.00114016	4.38073794	6.98593062	5.535213147	5.810881268	5.80965038	5.022447887	4.558927656
TRINITY_DN125164_c0_g1_i1	ID=Xetrov90012252mgName=kiaa1467]K1467_CHICKK1467_CHICKQ	Chr04	104061121	104061121	3.653160669	-0.581237973	-0.097259589	-0.483978384	-0.532608178	0.142691964	0.861462602	0.400111493	0.180793437	0.217352027	1	0.549723673	0.262271429	2.968259621	3.120262545	3.248509085	3.460576182	3.666093564	4.226746055	4.290469064
TRINITY_DN125177_c0_g1_i3	ID=Xetrov90010998mgName=LOC100124841]PEAM1_ARATHPEAM1_ARATHQ	Chr04	37311946	37311946	3.064986938	1.928544075	-0.471926502	2.400470577	2.164507326	3.72E-05	0.445570273	3.85E-05	3.83E-06	0.000214154	1	0.000482541	2.74E-05	1.495520439	4.244308275	3.308635264	3.971533237	2.357153156	1.684374251	1.583904897
TRINITY_DN125199_c5_g1_i2	ID=Xetrov90011667mgName=tctex1d4]TC1D4_MOUSETC1D4_MOUSEQ	Chr04	72772574	72772574	0.083446587	-2.620157444	-0.462939854	-2.157217591	-2.388687518	0.005595159	0.715686098	0.133992718	0.013475115	0.016828803	1	0.262804435	0.033958711	-2.967456698	-3.502359773	-1.427842872	-1.098675235	-0.747284863	1.684374251	1.257451242
TRINITY_DN125203_c0_g2_i3	ID=Xetrov90012683mgName=tatdn2-like]TATD2_HUMANTATD2_HUMANQ	Chr04	121385447	121385447	4.116715047	-2.488454448	-0.038835352	-2.449619095	-2.469036771	8.36E-13	0.934561804	7.21E-06	8.98E-12	1.46E-11	1	0.000115901	1.55E-10	5.283374178	2.363166604	2.567449578	2.586006515	2.692389211	4.482505206	5.188012652
TRINITY_DN125217_c0_g1_i1	ID=Xetrov90010174mgName=tp53i11]P5I11_MOUSEP5I11_MOUSEQ	Chr04	3501649	3501649	2.7834275	-1.565118706	0.090862752	-1.655981457	-1.610550082	4.17E-05	0.866376417	0.00474026	3.67E-05	0.000236887	1	0.024415596	0.00021573	3.523417504	1.61584308	1.781158801	1.8264235	2.273157876	3.53190442	3.3430887
TRINITY_DN125278_c0_g1_i3	ID=Xetrov90011942mgName=acot11-like]ACO11_MOUSEACO11_MOUSEQ	Chr04	87471353	87471353	3.501551434	-0.358446954	-0.133979195	-0.224467759	-0.291457356	0.306412485	0.785566634	0.654318703	0.406076977	0.39917304	1	0.762627467	0.498787327	4.042639874	3.375879249	3.251736876	3.452793983	3.329108476	3.194204558	3.670549195
TRINITY_DN125311_c1_g3_i1	ID=Xetrov90011831mgName=Xetrov90011831mg]RAD54_CHICKRAD54_CHICKQ	Chr04	81135506	81135506	3.254934391	-4.651409547	-0.622754141	-4.028655407	-4.340032477	2.13E-27	0.263096391	1.81E-09	1.20E-21	1.34E-25	1	7.51E-08	6.17E-20	4.601615798	-0.594969662	-0.251536518	0.406739109	0.18785237	4.387045765	4.12557651
TRINITY_DN125346_c5_g3_i3	ID=Xetrov90010588mgName=mrpl21]RM21_BOVINRM21_BOVINQ	Chr04	15711681	15711681	3.42760869	-0.673005021	0.022763991	-0.695769013	-0.684387017	0.047381271	0.962267584	0.162906386	0.045093271	0.091658591	1	0.299644089	0.087872091	3.750724433	3.288559866	3.175606878	3.081019021	2.801355298	3.809760497	3.759460407
TRINITY_DN125400_c0_g1_i4	ID=Xetrov90011746mgName=oma1-like]OMA1_BOVINOMA1_BOVINQ	Chr04	76748617	76748617	3.231542106	-0.341864691	0.633503736	-0.975368427	-0.658616559	0.340185998	0.231918437	0.070847947	0.069450973	0.433801886	1	0.171243324	0.123193835	3.14277266	3.293845233	3.15506803	2.51304244	2.957515972	3.34133311	3.863407712
TRINITY_DN125426_c3_g2_i5	ID=Xetrov90010650mgName=gpi]G6PI_HUMANG6PI_HUMANQ	Chr04	19435870	19435870	9.837675376	0.553114505	0.223010156	0.330104348	0.441609427	0.215006693	0.726384663	0.592940338	0.320435282	0.301044041	1	0.713875205	0.413282709	9.383047447	10.08708851	10.36457453	9.860963964	9.731233748	9.751619257	9.429371744
TRINITY_DN125441_c3_g2_i11	ID=Xetrov90011621mgName=fubp1]FUBP1_RATFUBP1_RATQ	Chr04	69963487	69963487	6.109459692	-0.946649453	-0.298447352	-0.648202101	-0.797425777	0.000379954	0.417090666	0.095044371	0.002901569	0.001713038	1	0.208201127	0.009824863	6.745465684	5.628544783	5.513191535	5.891534101	5.635578702	6.401570921	6.446270629
TRINITY_DN125442_c2_g1_i4	ID=Xetrov90010348mgName=mtch2]MTCH2_MOUSEMTCH2_MOUSEQ	Chr04	7957685	7957685	5.877883597	0.046596199	0.109083322	-0.062487122	-0.007945462	0.865217924	0.780212845	0.872631982	0.976912679	0.898993443	1	0.920052398	0.983122772	5.899654195	6.115625911	6.071582386	5.804015888	5.463871637	5.804610861	5.893191551
TRINITY_DN125510_c0_g1_i3	ID=Xetrov90010919mgName=Xetrov90010919mg]CEND_MOUSECEND_MOUSEQ	Chr04	35345777	35345777	1.117944232	1.038561446	0.100029791	0.938531655	0.988546551	0.037333478	0.886024438	0.160539263	0.046517906	0.07626576	1	0.296710134	0.09018585	0.838523035	0.572323827	1.358538218	1.394296423	2.137216853	0.344868202	0.178387987
TRINITY_DN125511_c0_g1_i1	ID=Xetrov90011526mgName=cirh1a]CIR1A_HUMANCIR1A_HUMANQ	Chr04	63741689	63741689	3.984702295	-1.5184988	0.165695492	-1.684194292	-1.601346546	1.72E-06	0.711760194	0.000577241	8.36E-07	1.26E-05	1	0.004548234	6.73E-06	4.52170871	3.047032329	3.12370088	2.987158515	3.276149111	4.639126009	4.818901471
TRINITY_DN125565_c0_g1_i1	ID=Xetrov90011612mgName=pdp2]PDP2_HUMANPDP2_HUMANQ	Chr04	69426155	69426155	3.376032282	-2.761123648	0.092804573	-2.853928221	-2.807525934	1.80E-11	0.868995844	1.33E-05	8.08E-11	2.69E-10	1	0.000195796	1.24E-09	4.144657306	2.203837921	1.284827989	1.503799324	1.031845967	4.472822206	4.371057825
TRINITY_DN125579_c0_g1_i9	ID=Xetrov90010362mgName=ppfibp2-like]LIPB2_HUMANLIPB2_HUMANQ	Chr04	8289753	8289753	6.191634742	-1.965979261	0.1419798	-2.107959061	-2.036969161	1.23E-10	0.736520556	1.04E-05	1.19E-10	1.68E-09	1	0.000159468	1.79E-09	7.254845851	4.85768987	4.96227353	4.892087326	5.252575547	6.47962232	7.145346268
TRINITY_DN125603_c3_g1_i2	ID=Xetrov90011111mgName=LOC100216027]PGFS_TRYCCPGFS_TRYCCQ	Chr04	40038217	40038217	2.10878533	-1.252632744	-0.067695847	-1.184936896	-1.21878482	0.001766915	0.904749026	0.048326003	0.002618649	0.006432043	1	0.132273441	0.009027595	2.801277773	1.632626491	1.517160268	1.503799324	1.106554276	2.849753275	2.315103921
TRINITY_DN125604_c5_g3_i3	ID=Xetrov90011175mgName=ints5-like]INT5_HUMANINT5_HUMANQ	Chr04	41703116	41703116	5.089885703	-2.508182604	0.041134629	-2.549317233	-2.528749918	3.52E-20	0.911792685	3.21E-09	6.65E-19	1.29E-18	1	1.26E-07	2.63E-17	6.019190387	3.631033477	3.453036782	3.464451595	3.424670783	5.964671973	6.040420414
TRINITY_DN125620_c3_g1_i9	ID=Xetrov90012094mgName=ccbl2]KAT3_HUMANKAT3_HUMANQ	Chr04	95590114	95590114	4.227643694	-0.438230505	0.174599876	-0.612830381	-0.525530443	0.15652394	0.69319816	0.176548584	0.091172687	0.23392532	1	0.316565861	0.152581836	4.734343785	4.257894084	4.099790135	3.870006057	3.722606463	4.176499232	4.479726576
TRINITY_DN125636_c3_g1_i5	ID=Xetrov90012800mgName=rpusd3]RUSD3_HUMANRUSD3_HUMANQ	Chr04	127681286	127681286	3.229475428	-1.897739887	-0.292576999	-1.605162888	-1.751451388	1.83E-07	0.556386968	0.003519722	2.22E-06	1.58E-06	1	0.019360662	1.66E-05	3.97500984	2.123000353	2.343727344	2.388034605	1.759106911	3.807561105	4.149535063
TRINITY_DN125704_c5_g1_i3	ID=Xetrov90010245mgName=pex16]PEX16_XENTRPEX16_XENTRQ	Chr04	5615746	5615746	3.201550952	-1.060109625	0.213799621	-1.273909246	-1.167009436	0.003300936	0.67877752	0.019920069	0.001454046	0.010888221	1	0.071263178	0.005511063	3.816602482	2.943224808	2.54657543	2.459679124	2.484004232	3.400901447	3.911624049
TRINITY_DN125744_c2_g1_i1	ID=Xetrov90011171mgName=LOC100493249]RDS1_XENLARDS1_XENLAQ	Chr04	41631769	41631769	3.214590398	1.147497836	0.021438887	1.126058948	1.136778392	0.011159271	0.972888652	0.059677626	0.011558339	0.029480324	1	0.15236006	0.030002828	2.576351034	2.258925895	4.097997879	3.583268537	3.862107314	2.188982649	2.592913652
TRINITY_DN125758_c3_g3_i3	ID=Xetrov90011201mgName=cnih2]CNIH2_XENTRCNIH2_XENTRQ	Chr04	42773435	42773435	1.312752049	0.449073381	-0.480698896	0.929772278	0.689422829	0.421525167	0.529711903	0.215088702	0.215354363	0.514135614	1	0.361501609	0.301148502	1.676725326	0.219272068	1.284827989	1.873819007	2.113260433	0.218127896	0.576633233
TRINITY_DN125857_c1_g2_i2	ID=Xetrov90010457mgName=lsp1]LSP1_MOUSELSP1_MOUSEQ	Chr04	12590711	12590711	6.516229608	-0.863560539	-0.515519794	-0.348040745	-0.605800642	0.004138329	0.210093265	0.419856039	0.044617438	0.013141452	1	0.568258975	0.087134965	7.246026494	5.883808528	5.844575277	6.53323208	6.284135922	6.60174019	6.710338194
TRINITY_DN125871_c1_g2_i1	ID=Xetrov90012073mgName=glmn]GLMN_MOUSEGLMN_MOUSEQ	Chr04	94401105	94401105	4.212209182	-1.314935423	0.215243323	-1.530178746	-1.422557085	8.07E-06	0.607446098	0.000709987	2.26E-06	5.29E-05	1	0.005370407	1.69E-05	4.79312391	3.676254925	3.387051961	3.305019631	3.481919378	4.896697343	4.799230624
TRINITY_DN125877_c6_g2_i1	ID=Xetrov90012451mgName=Xetrov90012451mg]KBL_HUMANKBL_HUMANQ	Chr04	112170141	112170141	4.185696629	-0.066519004	0.543293487	-0.609812491	-0.338165747	0.838549102	0.256228612	0.203993946	0.302803106	0.877309111	1	0.348741246	0.394849352	3.718001569	4.372234887	3.932875738	3.679766916	4.322734767	4.468652372	4.540925405
TRINITY_DN125879_c0_g4_i1	ID=Xetrov90011131mgName=otub1]OTUB1_RATOTUB1_RATQ	Chr04	40799202	40799202	4.877319545	-0.770264628	0.33211532	-1.102379948	-0.936322288	0.004469944	0.394868489	0.00696553	0.000649644	0.014002047	1	0.032929059	0.002753684	5.416798404	4.782605087	4.438294352	4.197900443	4.327948271	5.274941856	5.194227999
TRINITY_DN125916_c1_g1_i1	ID=Xetrov90011362mgName=nudt21]CPSF5_XENLACPSF5_XENLAQ	Chr04	54207459	54207459	4.442968845	-1.105049292	0.044115097	-1.14916439	-1.127106841	0.000109947	0.912808023	0.00740394	9.88E-05	0.000571008	1	0.034503314	0.000530179	5.070900861	3.696350704	3.885868982	3.825499527	4.008909497	4.800442926	5.030197181
TRINITY_DN125919_c0_g2_i3	ID=Xetrov90011902mgName=rab3b]RAB3C_HUMANRAB3C_HUMANQ	Chr04	86351169	86351169	2.89120215	-0.112292214	0.263243902	-0.375536116	-0.243914165	0.834090981	0.732927642	0.628466418	0.650102974	0.874050988	1	0.742270785	0.721028861	3.986503975	2.226126158	3.130730532	2.614189327	3.098412263	2.26147792	1.657727111
TRINITY_DN125945_c3_g1_i1	ID=Xetrov90010187mgName=traf6]TRAF6_XENTRTRAF6_XENTRQ	Chr04	3893971	3893971	2.324220321	-2.87555637	-0.417835229	-2.457721141	-2.666638755	6.57E-11	0.481032649	0.000274512	3.83E-09	9.22E-10	1	0.002479729	4.61E-08	3.071166912	0.386920922	0.014780473	0.847575344	0.840828655	3.107468013	3.581227058
TRINITY_DN125969_c6_g1_i2	ID=Xetrov90010708mgName=orc6]ORC6_BOVINORC6_BOVINQ	Chr04	25078188	25078188	1.627556979	-1.252984087	-0.021293138	-1.231690949	-1.242337518	0.015474668	0.976728574	0.112986354	0.017662624	0.038178482	1	0.234359993	0.042078639	2.901825928	1.61584308	0.265294236	0.983418421	0.687028625	1.777212739	1.506100546
